key,source_file,line_number,byte_offset,source_text,translation_zh,notes
AUTO_LEVEL2_5E12C,Tiny Rogues_Data\level2,158,0x5E12C,continue,继续,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_5F924,Tiny Rogues_Data\level2,159,0x5F924,15% increased mana regeneration,法力恢复增加 15%,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_6057C,Tiny Rogues_Data\level2,161,0x6057C,Gain stats if you have this trait.,如果您具有此特质，则获得属性。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_607E4,Tiny Rogues_Data\level2,162,0x607E4,Example Trait,示例特质,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_609EC,Tiny Rogues_Data\level2,163,0x609EC,choose a trait,选择一个特质,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_611EC,Tiny Rogues_Data\level2,164,0x611EC,"10 <color=#FF2666FF>Strength</color><pos=80><sprite name=""Arrow_Right""> 25%","10 <color=#FF2666FF>强度</color><pos=80><sprite name=""Arrow_Right""> 25%","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_61239,Tiny Rogues_Data\level2,165,0x61239,"200 <color=#26FE66FF>Dexterity</color><pos=80><sprite name=""Arrow_Right""> 50%","200 <color=#26FE66FF>敏捷</color><pos=80><sprite name=""Arrow_Right""> 50%","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_61287,Tiny Rogues_Data\level2,166,0x61287,"10 <color=#26AFFFFF>Intelligence</color><pos=80><sprite name=""Arrow_Right""> 25%","10 <color=#26AFFFFF>智力</color><pos=80><sprite name=""Arrow_Right""> 25%","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_612D8,Tiny Rogues_Data\level2,167,0x612D8,"5 <color=#00D508FF>Luck</color><sprite name=""Luck""><pos=80><sprite name=""Arrow_Right""> 30%","5 <color=#00D508FF>幸运</color><sprite name=""Luck""><pos=80><sprite name=""Arrow_Right""> 30%","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_61335,Tiny Rogues_Data\level2,168,0x61335,"3 <color=#2F2FBAFF>Curse</color><sprite name=""Curse""><pos=80><sprite name=""Arrow_Right""> 10%","3 <color=#2F2FBAFF>诅咒</color><sprite name=""Curse""><pos=80><sprite name=""Arrow_Right""> 10%","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_6178C,Tiny Rogues_Data\level2,170,0x6178C,REROLL ODDS:,重新投注赔率：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_61B8C,Tiny Rogues_Data\level2,171,0x61B8C,Increase your luck for a chance,增加你的运气的几率,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_62404,Tiny Rogues_Data\level2,174,0x62404,<color=yellow>Golden Dice</color>,<color=yellow>金骰子</color>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_62441,Tiny Rogues_Data\level2,175,0x62441,"shops, armories and boss rewards.",商店、军械库和首领奖励。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_6265C,Tiny Rogues_Data\level2,176,0x6265C,CHOOSE ONE,选择一个,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_62AA1,Tiny Rogues_Data\level2,178,0x62AA1,Damage: </color><color=#00E61A>65,伤害：</color><color=#00E61A>65,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_62ACD,Tiny Rogues_Data\level2,179,0x62ACD,</color><color=#FF591C><color=#FF591C>Fire</color></color> <color=#808080>,</color><color=#FF591C><color=#FF591C>火</color></color> <color=#808080>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_62BC8,Tiny Rogues_Data\level2,180,0x62BC8,Tick Rate: </color><color=#00E61A>2</color>,刻度率：</color><color=#00E61A>2</color>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_62C06,Tiny Rogues_Data\level2,181,0x62C06,Duration: </color><color=#00E61A>8</color> <color=#00E61A>seconds</color><color=#808080>,持续时间：</color><color=#00E61A>8</color> <color=#00E61A>秒</color><color=#808080>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_62C62,Tiny Rogues_Data\level2,182,0x62C62,Maximum Stacks: </color><color=#00E61A>1</color>,最大堆栈数：</color><color=#00E61A>1</color>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_62C93,Tiny Rogues_Data\level2,183,0x62C93,<color=#808080>[<color=#A61FFF>Damage,<color=#808080>[<color=#A61FFF>伤害,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_62CC0,Tiny Rogues_Data\level2,184,0x62CC0,Time</color>] </color><color=#808080>[<color=#A61FFF><color=#A61FFF>Ailment</color></color>] </color>,时间</color>] </color><color=#808080>[<color=#A61FFF><color=#A61FFF>疾病</color></color>] </color>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_63314,Tiny Rogues_Data\level2,185,0x63314,Floor 1,1 楼,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_LEVEL2_6410C,Tiny Rogues_Data\level2,186,0x6410C,BOSS DEFEATED,首领被击败,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_64AFC,Tiny Rogues_Data\level2,187,0x64AFC,Really Remove TRAIT?,真的消除了特质吗？,Generated stable key from file name and byte offset; reused validated old translation
AUTO_LEVEL2_652EC,Tiny Rogues_Data\level2,188,0x652EC,Select a trait to remove,选择要删除的特质,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_7F218,Tiny Rogues_Data\level2,202,0x7F218,Allows you to exchange a trait with a random new trait.,允许你用随机的新特质交换特质。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_LEVEL2_87C10,Tiny Rogues_Data\level2,203,0x87C10,in trait selection.,性状选择。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23230,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,1,0x23230,(*)##Mana Cost:,(*)##法力消耗：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23241,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,2,0x23241,(*)##Mana Refill:,(*)##法力补充：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23254,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,3,0x23254,"(*)+{0} {1}<sprite name=""Armor"">","(*)+{0} {1}<sprite name=""Armor"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23275,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,4,0x23275,"(*)+{0}/{1} Flask<sprite name=""Flask"">","(*)+{0}/{1} 烧瓶<sprite name=""Flask"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2329C,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,5,0x2329C,"(*)+{0}/{1} {2}<sprite name=""Armor"">","(*)+{0}/{1} {2}<sprite name=""Armor"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_232C1,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,6,0x232C1,"(*)+{0}/{1} {2}<sprite name=""Block"">","(*)+{0}/{1} {2}<sprite name=""Block"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_232E6,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,7,0x232E6,"(*)+{0}/{1} {2}<sprite name=""Defy_Death"">","(*)+{0}/{1} {2}<sprite name=""Defy_Death"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23310,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,8,0x23310,"(*)+{0}/{1} {2}<sprite name=""Evade"">","(*)+{0}/{1} {2}<sprite name=""Evade"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23335,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,9,0x23335,"(*)+{0}/{1} {2}<sprite name=""Heart"">","(*)+{0}/{1} {2}<sprite name=""Heart"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2335A,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,10,0x2335A,"(*)+{0}/{1} {2}<sprite name=""Mana"">","(*)+{0}/{1} {2}<sprite name=""Mana"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2337E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,11,0x2337E,"(*)+{0}/{1} {2}<sprite name=""Revive"">","(*)+{0}/{1} {2}<sprite name=""Revive"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_233A4,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,12,0x233A4,"(*)+{0}/{1} {2}<sprite name=""Suppression"">","(*)+{0}/{1} {2}<sprite name=""Suppression"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_233E3,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,13,0x233E3,(*)<i>Evolves at Upgrade Level,(*)<i>在升级级别进化,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23432,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,14,0x23432,(Weapon Enchantments will not apply.),（武器附魔不适用。）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23464,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,15,0x23464,"({0}/1 {1}<sprite name=""Revive"">)</i>","({0}/1 {1}<sprite name=""Revive"">)</i>","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_234AB,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,16,0x234AB,<SubArrow>Defeating Boss:,<SubArrow>击败首领：,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_234DB,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,17,0x234DB,<SubArrow>Reveal Secret Room:,<SubArrow>揭示秘密房间：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23563,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,18,0x23563,<SubArrowGrey>##Attack Damage:,<SubArrowGrey>##攻击伤害：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23583,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,19,0x23583,<SubArrowGrey>##Attack Speed:,<SubArrowGrey>##攻击速度：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_235A2,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,20,0x235A2,<SubArrowGrey>Effect:,<SubArrowGrey>效果：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23647,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,21,0x23647,"<color=grey>•Summoned:</color> {0}/{1}<sprite name=""Companion"">","<color=grey>•召唤：</color> {0}/{1}<sprite name=""Companion"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23754,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,22,0x23754,"Cursed Hit Chance<sprite name=""Curse"">: {0:0.##%}","诅咒命中率<sprite name=""Curse"">：{0:0.##%}","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23786,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,23,0x23786,Force Spawn Mega Death: ON,强制生成超级死亡：开启,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_237E8,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,24,0x237E8,"Lucky Hit Chance<sprite name=""Luck"">: {0:0.##%}","幸运命中几率<sprite name=""Luck"">：{0:0.##%}","Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_23818,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,25,0x23818,Tag is considered a Debuff.\nInspect Status Effects by holding <g>[,标签被视为减益。\n通过持有 <g>[,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2385B,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,26,0x2385B,Tag is considered an Ailment.\nInspect Status Effects by holding <g>[,标签被视为一种疾病。\n通过按住 <g>[,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_238A0,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,27,0x238A0,Tag is considered an Emotion.\nInspect Status Effects by holding <g>[,标签被视为情感。\n通过按住 <g>[,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23958,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,28,0x23958,before their Effects apply.\nGain,在其效果应用之前.\nGain,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2397A,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,29,0x2397A,decide how high you can scale the damage.,决定你可以将伤害扩展到多高。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23A46,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,30,0x23A46,scale your damage.,衡量你的伤害。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23ADF,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,31,0x23ADF,"{0:+0} Equip Load<sprite name=""Arrow_Right"">{1}/{2}","{0:+0} 装备重量<sprite name=""Arrow_Right"">{1}/{2}","Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_23EC0,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,32,0x23EC0,(x1.10 per Luck),（每幸运 x1.10）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_23ED1,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,33,0x23ED1,({0} Seconds Cooldown),（{0} 秒冷却时间）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2420B,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,34,0x2420B,BLOCK RECHARGED!,已充电！,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24293,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,35,0x24293,"Companion<sprite name=""Companion"">.","伴侣<sprite name=""Companion"">。","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_242B7,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,36,0x242B7,"Companions<sprite name=""Companion"">.","同伴<sprite name=""Companion"">。","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_242EE,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,37,0x242EE,Damage,伤害,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_242F5,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,38,0x242F5,Damage\nper stack after,伤害\n每层之后,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2430D,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,39,0x2430D,Damage after,伤害后,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_2431B,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,40,0x2431B,"Doppelganger defeated Amon, Eden and Primal Death! Achieving achievement...",分身击败了阿蒙、伊甸和原始死亡！取得成就...,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24367,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,41,0x24367,EMPTY OR NULL EVENT ROOM CONFIGS,空或空的活动室配置,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_243EA,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,42,0x243EA,Gold,金色,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_243EF,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,43,0x243EF,"Gold<sprite name=""Gold"">","金色<sprite name=""Gold"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2440E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,44,0x2440E,Health<sprite name=Heart> and Armor<sprite name=Armor> per Cinder Modifier per Floor.</i>\n<SubArrow><i>Reapers and Automatons are [[not affected]] by this.</i>,每层中，每个余烬修正都会提高生命<sprite name=Heart>和护甲<sprite name=Armor>。</i>\n<SubArrow><i>收割者和自动机[[不受影响]]。</i>,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：完整句校正"
AUTO_GLOBAL-METADATA_DAT_24532,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,45,0x24532,PROTECTED\nFROM ##CURSE!,受保护\n免受##诅咒！,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2456C,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,46,0x2456C,"Player played as Doppelganger and defeated Eden, Amon or Primal Death. Checking achievement conditions...",玩家扮演分身并击败了伊甸园、阿蒙或原始死亡。检查成就条件...,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24645,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,47,0x24645,Skill:,技能：,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24653,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,48,0x24653,"Souls<sprite name=""Soul"">","灵魂<sprite name=""Soul"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2466D,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,49,0x2466D,"Stat,\nmake sure to check if the <sprite name=""Skill"">","统计，\n确保检查 <sprite name=""Skill""> 是否","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_246A4,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,50,0x246A4,Type '{0}' does not implement IComparable interface. Comparison cannot be done.,类型“{0}”未实现 IComparable 接口。无法进行比较。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2475F,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,51,0x2475F,[Loses 1 stack on taking damage.],[受到伤害时失去 1 层。],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24869,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,52,0x24869,and cannot be used as warpper.,且不能用作整经器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24A60,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,53,0x24A60,as you\ninflict damage to an Enemy.,当你\n对敌人造成伤害时。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24D85,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,54,0x24D85,"can also downgrade Room Rewards, spawn Reapers,\nmake Weapons have bad Enchantments, maximize Shop Prices and much more.\nYou can use Purging Stones do dispel a stack of Curse",还可以降低房间奖励、生成收割者、\n使武器具有不良附魔、最大化商店价格等等。\n您可以使用净化石消除一堆诅咒,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_24FD2,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,55,0x24FD2,chance\nfor Hit Effects to happen.,命中效果发生的几率\n。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_24FF4,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,56,0x24FF4,chance to take a Critical Hit<Crit>.,有几率受到暴击<Crit>。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_251DF,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,57,0x251DF,damage,伤害,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_GLOBAL-METADATA_DAT_25448,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,58,0x25448,every 1 second.,每 1 秒一次。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_25458,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,59,0x25458,every {0:0.##} seconds.,每 {0:0.##} 秒。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_25522,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,60,0x25522,"for it, deal?",为它，交易？,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_25568,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,61,0x25568,from completing\nCombat Encounters while\nwearing the item.,在\n佩戴该物品时完成\n战斗遭遇。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_255D8,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,62,0x255D8,grant [[+1]] Dexterity.\n(*),授予 [[+1]] 敏捷.\n(*),"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_255F4,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,63,0x255F4,grant [[+1]] Strength.\n(*),授予 [[+1]] 强度.\n(*),"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2560F,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,64,0x2560F,grant [[+3]] Intelligence.,授予 [[+3]] 智力。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_2562A,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,65,0x2562A,grant [[+3]] Strength.,授予 [[+3]] 力量。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_25641,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,66,0x25641,grants Cursed Hit Chance,提供诅咒命中率,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_257BD,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,67,0x257BD,has effect that is null.,的效果为空。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_25885,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,68,0x25885,have ((x0.50)) chance for Hit Effects to happen.\nCurse,有 ((x0.50)) 几率发生命中效果.\n诅咒,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_25D5E,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,69,0x25D5E,increase your,增加你的,"Generated stable key from file name and byte offset; machine translated, controls validated; manual correction"
AUTO_GLOBAL-METADATA_DAT_25F23,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,70,0x25F23,is lost when you take damage.,就会丢失。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_261A6,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,71,0x261A6,is outside of the range of possible values for the,超出了可能值的范围,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26208,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,72,0x26208,item.,项目。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_262EA,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,73,0x262EA,modifiers to gain more,修饰语以获得更多,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26463,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,74,0x26463,on game start.,游戏开始。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_264F8,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,75,0x264F8,projectile on death.,射弹死亡。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26584,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,76,0x26584,requires a <,需要 <,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_265A8,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,77,0x265A8,save state...,保存状态...,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_265B6,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,78,0x265B6,seconds,秒,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_265BE,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,79,0x265BE,seconds],秒],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_265C7,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,80,0x265C7,seems to deal undefined damage?,似乎会造成未定义的伤害？,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_26625,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,81,0x26625,takes damage because it is suffocating outside of arena...,受到伤害，因为它在竞技场外令人窒息......,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_GLOBAL-METADATA_DAT_266D1,Tiny Rogues_Data\il2cpp_data\Metadata\global-metadata.dat,82,0x266D1,the\nweapon to,\n武器,"Generated stable key from file name and byte offset; machine translated, controls validated"
